urdu_text,roman_text
نے ایسے شخص وہ ہیں نہ ہم ایسے شخص ہیں,ne aise shakhs vo hain na ham aise shakhs hain
وہ سو سو اٹھکھٹوں سے گھر سے باہر دو قدم نکلے,vo sau sau atkhaton se ghar se bahar do qadam nikle
بلا سے اس کی گر اس میں کسی مضطر کا دم نکلے,bala se us ki gar us men kisi muztar ka dam nikle
کہاں آنسو کے قطرے خون دل سے ہیں بہم نکلے,kahan aansu ke qatre khun e dil se hain baham nikle
یہ دل میں جمع تھے مدت سے کچھ پیکان غم نکلے,ye dil men jama the muddat se kuchh paikan e gham nikle
مرے مضمون سوز دل سے خط سب جل گیا میرا,mire mazmun e soz e dil se khat sab jal gaya mera
قلم سے حرف جو نکلے شرر ہی یک قلم نکلے,qalam se harf jo nikle sharar hi yak qalam nikle
نکال اے چارہ گر تو شوق سے لیکن سر پیکاں,nikal ai charagar tu shauq se lekin sar e paikan
ادھر نکلے جگر سے تیر ادھر قالب سے دم نکلے,udhar nikle jigar se tiir udhar qalib se dam nikle
تصور سے لب لعلیں کے تیرے ہم اگر رو دیں,tasavvur se lab e laalin ke tere ham agar ro den
تو جو لخت جگر آنکھوں سے نکلے اک رقم نکلے,to jo lakht e jigar ankhon se nikle ik raqam nikle
نہیں ڈرتے اگر ہوں لاکھ زنداں یار زنداں سے,nahin darte agar hon laakh zindan yaar zindan se
جنون اب تو مثال نالۂ زنجیر ہم نکلے,junun ab to misal e nala e zanjir ham nikle
جگر پر داغ لب پر دود دل اور اشک دامن میں,jigar par daagh lab par dud e dil aur ashk daman men
تری محفل سے ہم مانند شمع صبح دم نکلے,tiri mahfil se ham manind e shama subh dam nikle
اگر ہوتا زمانہ گیسویے شب رنگ کا تیرے,agar hota zamana gesu e shab rang ka tere
مری شب دیز سودا کا زیادہ تر قدم نکلے,miri shab diz sauda ka ziyada tar qadam nikle
کجی جن کی طبیعت میں ہے کب ہوتی وہ سیدھی ہے,kaji jin ki tabiat men hai kab hoti vo sidhi hai
کہو شاخ گل تصویر سے کس طرح خم نکلے,kaho shakh e gul e tasvir se kis tarah kham nikle
شمار اک شب کیا ہم نے جو اپنے دل کے داغوں سے,shumar ik shab kiya ham ne jo apne dil ke daghon se
تو انجم چرخ ہشتم کے بہت سے ان سے کم نکلے,to anjum charkh e hashtum ke bahut se un se kam nikle
خدا کے واسطے زاہد اٹھا پردہ نہ کعبہ کا,khuda ke vaste zahid utha parda na kaabe ka
کہیں ایسا نہ ہو یاں بھی وہی کافر صنم نکلے,kahin aisa na ho yaan bhi vahi kafir sanam nikle
تمنا ہے یہ دل میں جب تلک ہے دم میں دم اپنے,tamanna hai ye dil men jab talak hai dam men dam apne
ظفرؔ منہ سے ہمارے نام اس کا دم بہ دم نکلے,'zafar' munh se hamare naam us ka dam ba dam nikle
یا مجھے افسر شاہانہ بنایا ہوتا,ya mujhe afsar e shahana banaya hota
یا مرا تاج گدایانہ بنایا ہوتا,ya mira taaj gadayana banaya hota
اپنا دیوانہ بنایا مجھے ہوتا تو نے,apna divana banaya mujhe hota tu ne
کیوں خرد مند بنایا نہ بنایا ہوتا,kyuun khirad mand banaya na banaya hota
خاکساری کے لیے گرچہ بنایا تھا مجھے,khaksari ke liye garche banaya tha mujhe
کاش خاک در جانانہ بنایا ہوتا,kaash khak e dar e janana banaya hota
نشۂ عشق کا گر ظرف دیا تھا مجھ کو,nashsha e ishq ka gar zarf diya tha mujh ko
عمر کا تنگ نہ پیمانہ بنایا ہوتا,umr ka tang na paimana banaya hota
دل صد چاک بنایا تو بلا سے لیکن,dil e sad chak banaya to bala se lekin
زلف مشکیں کا ترے شانہ بنایا ہوتا,zulf e mushkin ka tire shana banaya hota
صوفیوں کے جو نہ تھا لایق صحبت تو مجھے,sufiyon ke jo na tha laeq e sohbat to mujhe
قابل جلسۂ رندانہ بنایا ہوتا,qabil e jalsa e rindana banaya hota
تھا جلانا ہی اگر دوری ساقی سے مجھے,tha jalana hi agar duri e saqi se mujhe
تو چراغ در مے خانہ بنایا ہوتا,to charagh e dar e mai khana banaya hota
شعلۂ حسن چمن میں نہ دکھایا اس نے,shola e husn chaman men na dikhaya us ne
ورنہ بلبل کو بھی پروانہ بنایا ہوتا,varna bulbul ko bhi parvana banaya hota
روز معمورۂ دنیا میں خرابی ہے ظفرؔ,roz mamura e duniya men kharabi hai 'zafar'
ایسی بستی کو تو ویرانہ بنایا ہوتا,aisi basti ko to virana banaya hota
یاں خاک کا بستر ہے گلے میں کفنی ہے,yaan khaak ka bistar hai gale men kafni hai
واں ہاتھ میں آیینہ ہے گل پیرہنی ہے,vaan haath men aina hai gul pairahani hai
ہاتھوں سے ہمیں عشق کے دن رات نہیں چین,hathon se hamen ishq ke din raat nahin chain
فریاد و فغاں دن کو ہے شب نعرہ زنی ہے,fariyad o fughan din ko hai shab nara zani hai
ہشیار ہو غفلت سے تو غافل نہ ہو اے دل,hushyar ho ghaflat se tu ghafil na ho ai dil
اپنی تو نظر میں یہ جگہ بے وطنی ہے,apni to nazar men ye jagah be vatani hai
کچھ کہہ نہیں سکتا ہوں زباں سے کہ ذرا دیکھ,kuchh kah nahin sakta huun zaban se ki zara dekh
کیا جایے ہے جس جایے نہ کچھ دم زدنی ہے,kya jaae hai jis jaae na kuchh dam zadani hai
مژگاں پہ مرے لخت جگر ہی نہیں یارو,mizhgan pe mire lakht e jigar hi nahin yaaro
اس تار سے وہ رشتہ عقیق یمنی ہے,is taar se vo rishta aqiq e yamani hai
لکھ اور غزل قافیے کو پھیر ظفرؔ تو,likh aur ghazal qafiye ko pher 'zafar' tu
اب طبع کی دریا کی تری موج زنی ہے,ab taba ki dariya ki tiri mauj zani hai
یہ قصہ وہ نہیں تم جس کو قصہ خواں سے سنو,ye qissa vo nahin tum jis ko qissa khvan se suno
مرے فسانۂ غم کو مری زباں سے سنو,mire fasana e gham ko miri zaban se suno
سناؤ درد دل اپنا تو دم بہ دم فریاد,sunao dard e dil apna to dam ba dam fariyad
مثال نے مری ہر ایک استخواں سے سنو,misal e nai miri har ek ustukhvan se suno
کرو ہزار ستم لے کے ذکر کیا یک یار,karo hazar sitam le ke zikr kya yak yaar
شکایت اپنی تم اس اپنے نیم جاں سے سنو,shikayat apni tum is apne nim jan se suno
خدا کے واسطے اے ہمدمو نہ بولو تم,khuda ke vaste ai hamdamo na bolo tum
پیام لایا ہے کیا نامہ بر وہاں سے سنو,payam laaya hai kya nama bar vahan se suno
تمہارے عشق نے رسوا کیا جہاں میں ہمیں,tumhare ishq ne rusva kiya jahan men hamen
ہمارا ذکر نہ تم کیونکہ اک جہاں سے سنو,hamara zikr na tum kyunki ik jahan se suno
سنو تم اپنی جو تیغ نگاہ کے اوصاف,suno tum apni jo tegh e nigah ke ausaf
جو تم کو سننا ہو اس شوخ دلستاں سے سنو,jo tum ko sunna ho us shokh e dil sitan se suno
ظفرؔ وہ بوسہ تو کیا دے گا پر کویی دشنام,'zafar' vo bosa to kya dega par koi dushnam
جو تم کو سننا ہو اس شوخ دلستاں سے سنو,jo tum ko sunna ho us shokh e dil sitan se suno
زلف جو رخ پر ترے اے مہر طلعت کھل گیی,zulf jo rukh par tire ai mehr e talat khul gai
ہم کو اپنی تیرہ روزی کی حقیقت کھل گیی,ham ko apni tira rozi ki haqiqat khul gai
کیا تماشا ہے رگ لیلی میں ڈوبا نیشتر,kya tamasha hai rag e laila men duuba neshtar
فصد مجنوں باعث جوش محبت کھل گیی,fasd e majnun bais e josh e mohabbat khul gai
دل کا سودا اک نگہ پر ہے تری ٹھہرا ہوا,dil ka sauda ik nigah par hai tiri thahra hua
نرخ تو کیا پوچھتا ہے اب تو قیمت کھل گیی,narkh tu kya puchhta hai ab to qimat khul gai
آیینے کو ناز تھا کیا اپنے رویے صاف پر,aine ko naaz tha kya apne ru e saf par
آنکھ ہی پر دیکھتے ہی تیری صورت کھل گیی,aankh hi par dekhte hi teri surat khul gai
تھی اسیران قفس کو آرزو پرواز کی,thi asiran e qafas ko aarzu parvaz ki
کھل گیی کھڑکی قفس کی کیا کہ قسمت کھل گیی,khul gai khidki qafas ki kya ki qismat khul gai
تیرے عارض پر ہوا آخر غبار خط نمود,tere aariz par hua akhir ghubar e khat numud
کھل گیی آیینہ رو دل کی کدورت کھل گیی,khul gai aina ru dil ki kudurat khul gai
بے تکلف آیے تم کھولے ہویے بند قبا,be takalluf aae tum khole hue band e qaba
اب گرہ دل کی ہمارے فی الحقیقت کھل گیی,ab girah dil ki hamare fil haqiqat khul gai
باندھی زاہد نے توکل پر کمر سو بار چست,bandhi zahid ne tavakkul par kamar sau baar chust
لیکن آخر باعث سستی ہمت کھل گیی,lekin akhir bais e sussti e himmat khul gai
کھلتے کھلتے رک گیے وہ ان کو تو نے اے ظفرؔ,khulte khulte ruk gae vo un ko tu ne ai 'zafar'
سچ کہو کس آنکھ سے دیکھا کہ چاہت کھل گیی,sach kaho kis aankh se dekha ki chahat khul gai
آپ کا اعتبار کون کرے,aap ka e'tibar kaun kare
روز کا انتظار کون کرے,roz ka intizar kaun kare
ذکر مہر و وفا تو ہم کرتے,zikr e mehr o vafa to ham karte
پر تمہیں شرمسار کون کرے,par tumhen sharmsar kaun kare
ہو جو اس چشم مست سے بے خود,ho jo us chashm e mast se be khud
پھر اسے ہوشیار کون کرے,phir use hoshiyar kaun kare
تم تو ہو جان اک زمانے کی,tum to ho jaan ik zamane ki
جان تم پر نثار کون کرے,jaan tum par nisar kaun kare
آفت روزگار جب تم ہو,afat e rozgar jab tum ho
شکوۂ روزگار کون کرے,shikva e rozgar kaun kare
اپنی تسبیح رہنے دے زاہد,apni tasbih rahne de zahid
دانہ دانہ شمار کون کرے,daana daana shumar kaun kare
ہجر میں زہر کھا کے مر جاؤں,hijr men zahr kha ke mar jaun
موت کا انتظار کون کرے,maut ka intizar kaun kare
آنکھ ہے ترک زلف ہے صیاد,aankh hai tark e zulf hai sayyad
دیکھیں دل کا شکار کون کرے,dekhen dil ka shikar kaun kare
وعدہ کرتے نہیں یہ کہتے ہیں,vaada karte nahin ye kahte hain
تجھ کو امیدوار کون کرے,tujh ko ummid var kaun kare
داغؔ کی شکل دیکھ کر بولے,'dagh' ki shakl dekh kar bole
ایسی صورت کو پیار کون کرے,aisi surat ko pyaar kaun kare
آرزو ہے وفا کرے کویی,aarzu hai vafa kare koi
جی نہ چاہے تو کیا کرے کویی,ji na chahe to kya kare koi
گر مرض ہو دوا کرے کویی,gar maraz ho dava kare koi
مرنے والے کا کیا کرے کویی,marne vaale ka kya kare koi
کوستے ہیں جلے ہویے کیا کیا,koste hain jale hue kya kya
اپنے حق میں دعا کرے کویی,apne haq men dua kare koi
ان سے سب اپنی اپنی کہتے ہیں,un se sab apni apni kahte hain
میرا مطلب ادا کرے کویی,mera matlab ada kare koi
چاہ سے آپ کو تو نفرت ہے,chaah se aap ko to nafrat hai
مجھ کو چاہے خدا کرے کویی,mujh ko chahe khuda kare koi
اس گلے کو گلہ نہیں کہتے,us gile ko gila nahin kahte
گر مزے کا گلا کرے کویی,gar maze ka gila kare koi
یہ ملی داد رنج فرقت کی,ye mili daad ranj e furqat ki
اور دل کا کہا کرے کویی,aur dil ka kaha kare koi
تم سراپا ہو صورت تصویر,tum sarapa ho surat e tasvir
تم سے پھر بات کیا کرے کویی,tum se phir baat kya kare koi
کہتے ہیں ہم نہیں خدایے کریم,kahte hain ham nahin khuda e karim
کیوں ہماری خطا کرے کویی,kyuun hamari khata kare koi
جس میں لاکھوں برس کی حوریں ہوں,jis men lakhon baras ki huren hon
ایسی جنت کو کیا کرے کویی,aisi jannat ko kya kare koi
اس جفا پر تمہیں تمنا ہے,is jafa par tumhen tamanna hai
کہ مری التجا کرے کویی,ki miri iltija kare koi
منہ لگاتے ہی داغؔ اترایا,munh lagate hi 'dagh' itraya
لطف ہے پھر جفا کرے کویی,lutf hai phir jafa kare koi
اب وہ یہ کہہ رہے ہیں مری مان جاییے,ab vo ye kah rahe hain miri maan jaiye
اللہ تیری شان کے قربان جاییے,allah teri shaan ke qurban jaiye
بگڑے ہویے مزاج کو پہچان جاییے,bigde hue mizaj ko pahchan jaiye
سیدھی طرح نہ مانیے گا مان جاییے,sidhi tarah na maniyega maan jaiye
کس کا ہے خوف روکنے والا ہی کون ہے,kis ka hai khauf rokne vaala hi kaun hai
ہر روز کیوں نہ جاییے مہمان جاییے,har roz kyuun na jaiye mehman jaiye
محفل میں کس نے آپ کو دل میں چھپا لیا,mahfil men kis ne aap ko dil men chhupa liya
اتنوں میں کون چور ہے پہچان جاییے,itnon men kaun chor hai pahchan jaiye
ہیں تیوری میں بل تو نگاہیں پھری ہویی,hain tevri men bal to nigahen phiri hui
جاتے ہیں ایسے آنے سے اوسان جاییے,jaate hain aise aane se ausan jaiye
دو مشکلیں ہیں ایک جتانے میں شوق کے,do mushkilen hain ek jatane men shauq ke
پہلے تو جان جاییے پھر مان جاییے,pahle to jaan jaiye phir maan jaiye
انسان کو ہے خانۂ ہستی میں لطف کیا,insan ko hai khana e hasti men lutf kya
مہمان آییے تو پشیمان جاییے,mehman aaiye to pasheman jaiye
گو وعدۂ وصال ہو جھوٹا مزہ تو ہے,go vada e visal ho jhuta maza to hai
کیوں کر نہ ایسے جھوٹ کے قربان جاییے,kyuun kar na aise jhuut ke qurban jaiye
رہ جایے بعد وصل بھی چیٹک لگی ہویی,rah jaae baad e vasl bhi chetak lagi hui
کچھ رکھیے کچھ نکال کے ارمان جاییے,kuchh rakhiye kuchh nikal ke arman jaiye
اچھی کہی کہ غیر کے گھر تک ذرا چلو,achchhi kahi ki ghair ke ghar tak zara chalo
میں آپ کا نہیں ہوں نگہبان جاییے,main aap ka nahin huun nigahban jaiye
آیے ہیں آپ غیر کے گھر سے کھڑے کھڑے,aae hain aap ghair ke ghar se khade khade
یہ اور کو جتاییے احسان، جاییے,"ye aur ko jataiye ehsan, jaiye"
دونوں سے امتحان وفا پر یہ کہہ دیا,donon se imtihan e vafa par ye kah diya
منواییے رقیب کو یا مان جاییے,manvaiye raqib ko ya maan jaiye
کیا بدگمانیاں ہیں انہیں مجھ کو حکم ہے,kya bad gumaniyan hain unhen mujh ko hukm hai
گھر میں خدا کے بھی تو نہ مہمان جاییے,ghar men khuda ke bhi to na mehman jaiye
کیا فرض ہے کہ سب مری باتیں قبول ہیں,kya farz hai ki sab miri baten qubul hain
سن سن کے کچھ نہ مانیے کچھ مان جاییے,sun sun ke kuchh na maniye kuchh maan jaiye
