Urdu,Roman_Urdu
سوز و تب و تاب اول سوز و تب و تاب آخر,soz o tabotb avval soz o tabotb hir
میں تجھ کو بتاتا ہوں تقدیر امم کیا ہے,mai tujh ko batt huu taqdreumam ky hai
شمشیر و سناں اول طاؤس و رباب آخر,shamshrosin avval tsoraubb hir
مے خانۂ یورپ کے دستور نرالے ہیں,maihnaeeurope ke dastr nirle hai
لاتے ہیں سرور اول دیتے ہیں شراب آخر,laate hai surr avval dete hai sharb hir
کیا دبدبۂ نادر کیا شوکت تیموری,ky dabdabaendir ky shaukatetaimr
ہو جاتے ہیں سب دفتر غرق مے ناب آخر,ho jaate hai sab daftar harqemaienb hir
خلوت کی گھڑی گزری جلوت کی گھڑی آئی,halvat k gha guzr jalvat k gha aa
چھٹنے کو ہے بجلی سے آغوش سحاب آخر,chhutne ko hai bijl se hoshesahb hir
تھا ضبط بہت مشکل اس سیل معانی کا,th zabt bahut mushkil is saileman k
کہہ ڈالے قلندر نے اسرار کتاب آخر,kah daale qalandar ne asrrekitb hir
اگر کج رو ہیں انجم آسماں تیرا ہے یا میرا,agar kajrau hai anjum sm ter hai y mer
مجھے فکر جہاں کیوں ہو جہاں تیرا ہے یا میرا,mujhe fikrejah kyuu ho jah ter hai y mer
اگر ہنگامہ ہائے شوق سے ہے لا مکاں خالی,agar hagmaheshauq se hai lmak hl
خطا کس کی ہے یا رب لا مکاں تیرا ہے یا میرا,hat kis k hai y rab lmak ter hai y mer
اسے صبح ازل انکار کی جرأت ہوئی کیوں کر,use subheazal inkr k jurat hu kykar
مجھے معلوم کیا وہ رازداں تیرا ہے یا میرا,mujhe mlm ky vo rzd ter hai y mer
محمد بھی ترا جبریل بھی قرآن بھی تیرا,mohammad bh tir jibrl bh qurn bh ter
مگر یہ حرف شیریں ترجماں تیرا ہے یا میرا,magar ye harfeshr tarjum ter hai y mer
اسی کوکب کی تابانی سے ہے تیرا جہاں روشن,is kaukab k tbn se hai ter jah raushan
زوال آدم خاکی زیاں تیرا ہے یا میرا,zavledamehk ziy ter hai y mer
انوکھی وضع ہے سارے زمانے سے نرالے ہیں,anokh vaza hai saare zamne se nirle hai
یہ عاشق کون سی بستی کے یارب رہنے والے ہیں,ye shiq kaun s bast ke yrab rahne vaale hai
علاج درد میں بھی درد کی لذت پہ مرتا ہوں,iljedard me bh dard k lazzat pe mart huu
جو تھے چھالوں میں کانٹے نوک سوزن سے نکالے ہیں,jo the chhlo me kte nokesozan se nikle hai
پھلا پھولا رہے یارب چمن میری امیدوں کا,phalphl rahe yrab chaman mer umdo k
جگر کا خون دے دے کر یہ بوٹے میں نے پالے ہیں,jigar k huun de de kar ye buute mai ne paale hai
رلاتی ہے مجھے راتوں کو خاموشی ستاروں کی,rult hai mujhe rto ko hmosh sitro k
نرالا عشق ہے میرا نرالے میرے نالے ہیں,nirl ishq hai mer nirle mere naale hai
نہ پوچھو مجھ سے لذت خانماں برباد رہنے کی,na pchho mujh se lazzat hnambarbd rahne k
نشیمن سیکڑوں میں نے بنا کر پھونک ڈالے ہیں,nasheman saiko mai ne ban kar phk daale hai
نہیں بیگانگی اچھی رفیق راہ منزل سے,nah begnag achchh rafqerhemanzil se
ٹھہر جا اے شرر ہم بھی تو آخر مٹنے والے ہیں,thahar j ai sharar ham bh to hir mitne vaale hai
امید حور نے سب کچھ سکھا رکھا ہے واعظ کو,umdehr ne sab kuchh sikh rakkh hai vaaiz ko
یہ حضرت دیکھنے میں سیدھے سادھے بھولے بھالے ہیں,ye hazrat dekhne me sdhesdhe bhole bhle hai
مرے اشعار اے اقبالؔ کیوں پیارے نہ ہوں مجھ کو,mire ashr ai iqbl kyuu pyre na ho mujh ko
مرے ٹوٹے ہوئے دل کے یہ دردانگیز نالے ہیں,mire tuute hue dil ke ye dardagez naale hai
اپنی جولاں گاہ زیر آسماں سمجھا تھا میں,apn jaulgh zeresm samjh th mai
آب و گل کے کھیل کو اپنا جہاں سمجھا تھا میں,aab o gil ke khel ko apn jah samjh th mai
بے حجابی سے تری ٹوٹا نگاہوں کا طلسم,behijb se tir tuut nigho k tilism
اک ردائے نیلگوں کو آسماں سمجھا تھا میں,ik ridenlg ko sm samjh th mai
کارواں تھک کر فضا کے پیچ و خم میں رہ گیا,krv thak kar faz ke pechoham me rah gay
مہر و ماہ و مشتری کو ہم عناں سمجھا تھا میں,mehr o maah o mushtar ko hamin samjh th mai
عشق کی اک جست نے طے کر دیا قصہ تمام,ishq k ik jast ne tai kar diy qissa tamm
اس زمین و آسماں کو بے کراں سمجھا تھا میں,is zamn o sm ko bekar samjh th mai
کہہ گئیں راز محبت پردہ داری ہائے شوق,kah gaii rzemohabbat pardadrheshauq
تھی فغاں وہ بھی جسے ضبط فغاں سمجھا تھا میں,th fuh vo bh jise zabtefuh samjh th mai
تھی کسی درماندہ رہ رو کی صدائے دردناک,th kis darmda rahrau k sadedardnk
جس کو آواز رحیل کارواں سمجھا تھا میں,jis ko vzerahlekrv samjh th mai
عقل گو آستاں سے دور نہیں,aql go st se duur nah
اس کی تقدیر میں حضور نہیں,us k taqdr me huzr nah
دل بینا بھی کر خدا سے طلب,dilebn bh kar hud se talab
آنکھ کا نور دل کا نور نہیں,aakh k nuur dil k nuur nah
علم میں بھی سرور ہے لیکن,ilm me bh surr hai lekin
یہ وہ جنت ہے جس میں حور نہیں,ye vo jannat hai jis me huur nah
کیا غضب ہے کہ اس زمانے میں,ky hazab hai ki is zamne me
ایک بھی صاحب سرور نہیں,ek bh shibesurr nah
اک جنوں ہے کہ با شعور بھی ہے,ik jun hai ki bshur bh hai
اک جنوں ہے کہ با شعور نہیں,ik jun hai ki bshur nah
ناصبوری ہے زندگی دل کی,nsubr hai zindag dil k
آہ وہ دل کہ ناصبور نہیں,aah vo dil ki nsubr nah
بے حضوری ہے تیری موت کا راز,behuzr hai ter maut k raaz
زندہ ہو تو تو بے حضور نہیں,zinda ho t to behuzr nah
ہر گہر نے صدف کو توڑ دیا,har guhar ne sadaf ko to diy
تو ہی آمادۂ ظہور نہیں,t h mdaezuhr nah
ارنی میں بھی کہہ رہا ہوں مگر,arin mai bh kah rah huu magar
یہ حدیث کلیم و طور نہیں,ye hadsekalmotr nah
اثر کرے نہ کرے سن تو لے مری فریاد,asar kare na kare sun to le mir fariyd
نہیں ہے داد کا طالب یہ بندۂ آزاد,nah hai daad k tlib ye bandaezd
یہ مشت خاک یہ صرصر یہ وسعت افلاک,ye mushtehk ye sarsar ye vusateaflk
کرم ہے یا کہ ستم تیری لذت ایجاد,karam hai y ki sitam ter lazzatejd
ٹھہر سکا نہ ہوائے چمن میں خیمۂ گل,thahar sak na havechaman me hemaegul
یہی ہے فصل بہاری یہی ہے باد مراد,yah hai faslebahr yah hai bdemurd
قصوروار غریب الدیار ہوں لیکن,qusrvr harbuddayr huu lekin
ترا خرابہ فرشتے نہ کر سکے آباد,tir harba farishte na kar sake bd
مری جفا طلبی کو دعائیں دیتا ہے,mir jaftalab ko due det hai
وہ دشت سادہ وہ تیرا جہان بے بنیاد,vo dashtesda vo ter jahnebebuniyd
خطر پسند طبیعت کو سازگار نہیں,hatarpasand tabat ko szgr nah
وہ گلستاں کہ جہاں گھات میں نہ ہو صیاد,vo gulsit ki jah ghaat me na ho sayyd
مقام شوق ترے قدسیوں کے بس کا نہیں,maqmeshauq tire qudsiyo ke bas k nah
انہیں کا کام ہے یہ جن کے حوصلے ہیں زیاد,unh k kaam hai ye jin ke hausle hai ziyd
ڈھونڈ رہا ہے فرنگ عیش جہاں کا دوام,dhd rah hai farag aishejah k davm
وائے تمنائے خام وائے تمنائے خام,vetamannehm vetamannehm
پیر حرم نے کہا سن کے میری رویداد,preharam ne kah sun ke mer redd
پختہ ہے تیری فغاں اب نہ اسے دل میں تھام,puhta hai ter fuh ab na ise dil me thaam
تھا ارنی گو کلیم میں ارنی گو نہیں,th aren go kalm mai aren go nah
اس کو تقاضا روا مجھ پہ تقاضا حرام,us ko taqz rav mujh pe taqz harm
گرچہ ہے افشائے راز اہل نظر کی فغاں,garche hai ifsherz ahlenazar k fuh
ہو نہیں سکتا کبھی شیوۂ رندانہ عام,ho nah sakt kabh shevaerindna aam
حلقۂ صوفی میں ذکر بے نم و بے سوز و ساز,halqaesf me zikr benam o besozosz
میں بھی رہا تشنہ کام تو بھی رہا تشنہ کام,mai bh rah tishnakm t bh rah tishnakm
عشق تری انتہا عشق مری انتہا,ishq tir intih ishq mir intih
تو بھی ابھی نا تمام میں بھی ابھی نا تمام,t bh abh ntamm mai bh abh ntamm
آہ کہ کھویا گیا تجھ سے فقیری کا راز,aah ki khoy gay tujh se faqr k raaz
ورنہ ہے مال فقری سلطنت روم و شام,varna hai mlefaqr saltanatermoshm
دگر گوں ہے جہاں تاروں کی گردش تیز ہے ساقی,digarg hai jah tro k gardish tez hai saaq
دل ہر ذرہ میں غوغائے رستاخیز ہے ساقی,dileharzarra me hauherusthez hai saaq
متاع دین و دانش لٹ گئی اللہ والوں کی,matednodnish lut ga allhvlo k
یہ کس کافر ادا کا غمزۂ خوں ریز ہے ساقی,ye kis kfirad k hamzaehrez hai saaq
وہی دیرینہ بیماری وہی نامحکمی دل کی,vah derna bmr vah nmohkam dil k
علاج اس کا وہی آب نشاط انگیز ہے ساقی,ilaaj is k vah benashtagez hai saaq
حرم کے دل میں سوز آرزو پیدا نہیں ہوتا,haram ke dil me sozerz paid nah hot
کہ پیدائی تری اب تک حجاب آمیز ہے ساقی,ki paid tir ab tak hijbmez hai saaq
نہ اٹھا پھر کوئی رومیؔ عجم کے لالہ زاروں سے,na utth phir ko rm ajam ke llazro se
وہی آب و گل ایراں وہی تبریز ہے ساقی,vah bogiler vah tabrez hai saaq
نہیں ہے ناامید اقبالؔ اپنی کشت ویراں سے,nah hai numd iqbl apn kishtevr se
ذرا نم ہو تو یہ مٹی بہت زرخیز ہے ساقی,zar nam ho to ye mitt bahut zarhez hai saaq
فقیر راہ کو بخشے گئے اسرار سلطانی,faqrerh ko bahshe gae asrresultn
بہا میری نوا کی دولت پرویز ہے ساقی,bah mer nav k daulateparvez hai saaq
دل سوز سے خالی ہے نگہ پاک نہیں ہے,dil soz se hl hai nigah paak nah hai
پھر اس میں عجب کیا کہ تو بے باک نہیں ہے,phir is me ajab ky ki t bebk nah hai
ہے ذوق تجلی بھی اسی خاک میں پنہاں,hai zauqetajall bh is haak me pinh
غافل تو نرا صاحب ادراک نہیں ہے,hfil t nir shibeidrk nah hai
وہ آنکھ کہ ہے سرمۂ افرنگ سے روشن,vo aakh ki hai surmaeafrag se raushan
پرکار و سخن ساز ہے نمناک نہیں ہے,purkr o suhansz hai namnk nah hai
کیا صوفی و ملا کو خبر میرے جنوں کی,ky suuf o mull ko habar mere jun k
ان کا سر دامن بھی ابھی چاک نہیں ہے,un k saredman bh abh chaak nah hai
کب تک رہے محکومئ انجم میں مری خاک,kab tak rahe mahkmieanjum me mir haak
یا میں نہیں یا گردش افلاک نہیں ہے,y mai nah y gardisheaflk nah hai
بجلی ہوں نظر کوہ و بیاباں پہ ہے میری,bijl huu nazar koh o bayb pe hai mer
میرے لیے شایاں خس و خاشاک نہیں ہے,mere liye shy hasohshk nah hai
عالم ہے فقط مومن جانباز کی میراث,aalam hai faqat mominejbz k mrs
مومن نہیں جو صاحب لولاک نہیں ہے,momin nah jo shibelaulk nah hai
اعجاز ہے کسی کا یا گردش زمانہ,ejaaz hai kis k y gardishezamna
ٹوٹا ہے ایشیا میں سحر فرنگیانہ,tuut hai asia me sehrefiragiyna
تعمیر آشیاں سے میں نے یہ راز پایا,tmreshiy se mai ne ye raaz paay
اہل نوا کے حق میں بجلی ہے آشیانہ,ahlenav ke haq me bijl hai shiyna
یہ بندگی خدائی وہ بندگی گدائی,ye bandag hud vo bandag gad
یا بندۂ خدا بن یا بندۂ زمانہ,y bandaehud ban y bandaezamna
غافل نہ ہو خودی سے کر اپنی پاسبانی,hfil na ho hud se kar apn psbn
شاید کسی حرم کا تو بھی ہے آستانہ,shyad kis haram k t bh hai stna
اے لا الہ کے وارث باقی نہیں ہے تجھ میں,ai l ilaah ke vris baaq nah hai tujh me
گفتار دلبرانہ کردار قاہرانہ,guftredilbarna kirdreqhirna
تیری نگاہ سے دل سینوں میں کانپتے تھے,ter nigh se dil sno me kpte the
کھویا گیا ہے تیرا جذب قلندرانہ,khoy gay hai ter jazbeqaladarna
راز حرم سے شاید اقبالؔ باخبر ہے,rzeharam se shyad iqbl bhabar hai
ہیں اس کی گفتگو کے انداز محرمانہ,hai is k guftug ke andz mahramna
فطرت کو خرد کے روبرو کر,fitrat ko hirad ke rbar kar
تسخیر مقام رنگ و بو کر,tashremaqmeragob kar
تو اپنی خودی کو کھو چکا ہے,t apn hud ko kho chuk hai
کھوئی ہوئی شے کی جستجو کر,kho hu shai k justuj kar
تاروں کی فضا ہے بیکرانہ,tro k faz hai bekarna
تو بھی یہ مقام آرزو کر,t bh ye maqmerz kar
عریاں ہیں ترے چمن کی حوریں,ury hai tire chaman k hre
چاک گل و لالہ کو رفو کر,chkegulolla ko raf kar
بے ذوق نہیں اگرچہ فطرت,bezauq nah agarche fitrat
جو اس سے نہ ہو سکا وہ تو کر,jo us se na ho sak vo t kar
گیسوئے تابدار کو اور بھی تابدار کر,gesetbdr ko aur bh tbdr kar
ہوش و خرد شکار کر قلب و نظر شکار کر,hosh o hirad shikr kar qalb o nazar shikr kar
عشق بھی ہو حجاب میں حسن بھی ہو حجاب میں,ishq bh ho hijb me husn bh ho hijb me
یا تو خود آشکار ہو یا مجھے آشکار کر,y to hud shkr ho y mujhe shkr kar
تو ہے محیط بیکراں میں ہوں ذرا سی آب جو,t hai muhtebekar mai huu zar s aabj
یا مجھے ہمکنار کر یا مجھے بے کنار کر,y mujhe hamkanr kar y mujhe bekanr kar
میں ہوں صدف تو تیرے ہاتھ میرے گہر کی آبرو,mai huu sadaf to tere haath mere guhar k aabr
میں ہوں خذف تو تو مجھے گوہر شاہوار کر,mai huu hazaf to t mujhe gauhareshhvr kar
نغمۂ نوبہار اگر میرے نصیب میں نہ ہو,nahmaenaubahr agar mere nasb me na ho
اس دم نیم سوز کو طائرک بہار کر,us damenmsoz ko tirakebahr kar
باغ بہشت سے مجھے حکم سفر دیا تھا کیوں,bhebahisht se mujhe hukmesafar diy th kyuu
کار جہاں دراز ہے اب مرا انتظار کر,krejah darz hai ab mir intizr kar
روز حساب جب مرا پیش ہو دفتر عمل,rozehisb jab mir pesh ho daftareamal
آپ بھی شرمسار ہو مجھ کو بھی شرمسار کر,aap bh sharmsr ho mujh ko bh sharmsr kar
گلزار ہست و بود نہ بیگانہ وار دیکھ,gulzrehastebd na begnavr dekh
ہے دیکھنے کی چیز اسے بار بار دیکھ,hai dekhne k chiiz ise baar baar dekh
آیا ہے تو جہاں میں مثال شرار دیکھ,aay hai t jah me mislesharr dekh
دم دے نہ جائے ہستیٔ نا پائیدار دیکھ,dam de na jaae hastenpedr dekh
مانا کہ تیری دید کے قابل نہیں ہوں میں,maan ki ter diid ke qbil nah huu mai
تو میرا شوق دیکھ مرا انتظار دیکھ,t mer shauq dekh mir intizr dekh
کھولی ہیں ذوق دید نے آنکھیں تری اگر,khol hai zauqedd ne khe tir agar
ہر رہ گزر میں نقش کف پائے یار دیکھ,har rahguzar me naqshekafepeyr dekh
ہر شے مسافر ہر چیز راہی,har shai musfir har chiiz raah
