Urdu,Roman_Urdu
دیتے ہیں دل کی خرابی کی خبر دونوں ساتھ,dete hai dil k harb k habar dono saath
سفر کی شام مرا مہرباں تھکن میں کھلا,safar k shaam mir mehrb thakan me khul
یہ صبر کا پودا تو نہ پھولا نہ پھلا ہے,ye sabr k paud to na phl na phal hai
بلاوا آئے گا چل دیں گے ہم بھی,bulv aaeg chal dege ham bh
اس کی وہ جانے اسے پاس وفا تھا کہ نہ تھا,is k vo jaane use psevaf th ki na th
گر بگڑ بیٹھے تو میں لائق تعزیر بھی تھا,gar biga baithe to mai liqetzr bh th
پر خدا جانے وہ تجھ سے آشنا کیونکر ہوا,par hud jaane vo tujh se shn kykar hu
کس جگہ کس وقت اس کی خانہ ویرانی ہوئی,kis jagah kis vaqt us k hnavrn hu
تری آواز بھی شاید تری انگڑائی ہے,tir vz bh shyad tir ag hai
عذاب دید میں آنکھیں لہو لہو کر کے,azbedd me khe lah lah kar ke
وحشت خواب عدم شور تماشا ہے اسدؔ,vahshatehvbeadam shoretamsh hai asad
خوبصورت ہیں مگر زہر کے پیالوں کی طرح,hbsrat hai magar zahr ke pylo k tarah
بدن کے کرب کو وہ بھی سمجھ نہ پائے گا,badan ke karb ko vo bh samajh na peg
وہ کون ہے کہ جاتے نہیں آپ جس کے پاس,vo kaun hai ki jaate nah aap jis ke paas
عمر گزار دیجیے عمر گزار دی گئی,umr guzr djiye umr guzr d ga
خوب موتی یہ کان سے نکلا,huub mot ye kaan se nikl
یہ حقائق کی چٹانوں سے تراشی دنیا,ye haqeq k chatno se tarsh duniy
ہر اک کو ہے گماں کہ مخاطب ہمیں رہے,har ik ko hai gum ki muhtib ham rahe
ستاروں سے آگے جہاں اور بھی ہیں,sitro se aage jah aur bh hai
تجھے کچھ بھولتا سا جا رہا ہوں,tujhe kuchh bhlt s j rah huu
کچھ نہ پوچھو فراقؔ عہد شباب,kuchh na pchho firq ahdeshabb
کیوں خرد مند بنایا نہ بنایا ہوتا,kyuu hiradmand bany na bany hot
اے فلک کہہ تو کیا ارادہ ہے,ai falak kah to ky irda hai
یعنی مانند صبح دنیا میں,yaan mnindesubh duniy me
غرض شست بت ناوک فگن کی آزمائش ہے,haraz shustebutenvakfagan k zmish hai
مجبوریاں ہیں ساتھ دئیے جا رہا ہوں میں,majbriy hai saath diye j rah huu mai
الگ کرنا رقیبوں کا الہی تجھ کو آساں ہے,alag karn raqbo k ilh tujh ko s hai
وہ نہ آئے گا ہمیں معلوم تھا اس شام بھی,vo na aaeg hame maalm th is shaam bh
ہر بوالہوس نے حسن پرستی شعار کی,har bulhavas ne husnparast shir k
سہہ بھی لیتے ہمارے طعنوں کو,sah bh lete hamre taano ko
کیا حقیقی و کیا مجازی کا,ky haqq o ky majz k
وحشت افزا گریہ ہا موقوف فصل گل اسدؔ,vahshatafz giryah mauqfefaslegul asad
ہر چند کہیں کہ ہے نہیں ہے,harchand kahe ki hai nah hai
تشنگی میں لب بھگو لینا بھی کافی ہے فرازؔ,tishnag me lab bhigo len bh kaaf hai farz
گئی یک بہ یک جو ہوا پلٹ نہیں دل کو میرے قرار ہے,ga yakbayak jo hav palat nah dil ko mere qarr hai
اس فصل میں کہ گل کا گریباں بھی ہے ہوا,us fasl me ki gul k gareb bh hai hav
گر کیا ناصح نے ہم کو قید اچھا یوں سہی,gar kiy nseh ne ham ko qaid achchh yuu sah
کرم نما ہیں ترے جور سر بسر پھر بھی,karamnum hai tire jaur sarbasar phir bh
مے کدہ گر چشم مست ناز سے پاوے شکست,maikada gar chashmemastenz se paave shikast
سوز بھر دو مرے سپنے میں غم الفت کا,soz bhar do mire sapne me hameulfat k
گر نفس جادۂ سر منزل تقوی نہ ہوا,gar nafas jdaesarmanziletaqv na hu
اس سے مجھ کو سوا دیا تو نے,is se mujh ko siv diy t ne
فطرت انساں کو کب زنجیر پہنائی گئی,fitrateins ko kab zanjr pahn ga
وہ ستم گر بھی مگر سوچے کسی پل ملنا,vo sitamgar bh magar soche kis pal miln
کہ ہم پہ قرض تھے کچھ گرد رہ گزار کے بھی,ki ham pe qarz the kuchh garderahguzr ke bh
پیرہن گھٹاؤں کے جسم برق پاروں کے,pairahan ghato ke jism barqpro ke
باد یک عمر ورع بار تو دیتا بارے,baad yakumrevara baar to det baare
لیتا نہیں مرے دل آوارہ کی خبر,let nah mire dilevra k habar
آخر آخر تو یہ عالم ہے کہ اب ہوش نہیں,hir hir to ye aalam hai ki ab hosh nah
نہیں عشق میں اس کا تو رنج ہمیں کہ قرار و شکیب ذرا نہ رہا,nah ishq me is k to ranj hame ki qarr o shakeb zar na rah
پایا جاتا ہے تری شوخیٔ رفتار کا رنگ,paay jaat hai tir shohieraftr k rag
بے قراری تجھے اے دل کبھی ایسی تو نہ تھی,beqarr tujhe ai dil kabh ais to na th
یہ ایک شب کی ملاقات بھی غنیمت ہے,ye ek shab k mulqt bh hanmat hai
پہنچی مری رسوائی کی کیونکر خبر اس کو,pahuch mir rusv k kykar habar us ko
لوگوں سے سنتے ہیں مرہم ہوتا ہے,logo se sunte hai marham hot hai
درد ہی درد سہی دل بوئے دم ساز تو دے,dard h dard sah dil bedamsz to de
آنکھ حیران ہے کیا شخص زمانے سے اٹھا,aakh hairn hai ky shahs zamne se uth
آئنہ ہے قالب خشت در و دیوار دوست,aaina hai qlibehishtedarodvredost
بلبل خونیں نوائے بوستان لکھنؤ,bulbulehn navebostnelucknow
ہوا ہے حکم کہ کیفیؔ کو سنگسار کرو,hu hai hukm ki kaif ko sagsr karo
شاہ نامے لکھے ہیں کھنڈرات کی ہر اینٹ پر,shahnme likkhe hai khadart k har iit par
زنجیر تار داماں ہے طوق اک گریباں,zanjr tredm hai tauq ik gareb
دور سے تھا وہ کئی چہروں میں پاس سے کوئی بھی ویسا نہ لگا,duur se th vo ka chehro me paas se ko bh vais na lag
لاکھوں بناؤ ایک بگڑنا عتاب میں,lkho banv ek bigan itaab me
یہ گل کھلے ہیں کہ چوٹیں جگر کی ابھری ہیں,ye gul khile hai ki chote jigar k ubhr hai
ہمارے شہر میں بے چہرہ لوگ بستے ہیں,hamre shahr me bechehra log baste hai
یہ سچ ہے نازنیں ہو خوبصورت ہو مگر کیا ہو,ye sach hai nzn ho hbsrat ho magar ky ho
سر بہ سر یہ فراز مہر و قمر,sarbasar ye farzemahroqamar
پندار کا صنم کدہ ویراں کیے ہوئے,pindr k sanamkada vr kiye hue
واسطے جس شہہ کے غالبؔ گنبد بے در کھلا,vste jis shah ke hlib gumbadebedar khul
کیا بھی فیضؔ تو کس بت سے دوستانہ کیا,kiy bh faiz to kis but se dostna kiy
آندھیاں آہ کی بھی اشک کا سیلاب بھی ہے,dhiy aah k bh ashk k sailb bh hai
واں تو میرے نالے کو بھی اعتبار نغمہ ہے,vaa to mere naale ko bh etibrenahma hai
صبح ازل سے تا ابد قصہ نہ ہوگا یہ تمام,subheazal se tabad qissa na hog ye tamm
ہر حساب غم حساب دوستاں بنتا گیا,har hisbeham hisbedost bant gay
ہوا ہے شہہ کا مصاحب پھرے ہے اتراتا,hu hai shah k mushib phire hai itrt
نمود و بود کو عاقل حباب سمجھے ہیں,numd o buud ko aaqil habb samjhe hai
مقدر میں یہ لکھا ہے کٹے گی عمر مر مر کر,muqaddar me ye likkh hai kateg umr marmar kar
ہم نے بھی میل ملاقات کی کوشش نہیں کی,ham ne bh melmulqt k koshish nah k
کچھ ہاتھ نہیں آتا بے آہ سحرگاہی,kuchh haath nah aat behesahargh
عشق کے آتے ہی منہ پر مرے پھولی ہے بسنت,ishq ke aate h muh par mire phl hai basant
کہ نکلے منہ سے آواز شکست دل فغاں ہو کر,ki nikle muh se vzeshikastedil fuh ho kar
نفس قیس کہ ہے چشم و چراغ صحرا,nafaseqais ki hai chashmocharhesahr
کوئی تصویر گاتی رہی رات بھر,ko tasvr gaat rah raat bhar
دور فلک میں ہیں یہ اشارے ہلال کے,daurefalak me hai ye ishre hill ke
شہر کے تپتے فٹ پاتھوں پر گاؤں کے موسم ساتھ چلیں,shahr ke tapte futptho par gaav ke mausam saath chale
کچھ شعر فقط ان کو سنانے کے لیے ہیں,kuchh sher faqat un ko sunne ke liye hai
رحم کر اپنی تمنا پر کہ کس مشکل میں ہے,rahm kar apn tamann par ki kis mushkil me hai
جگر خائی جوش حسرت سلامت,jigarhejoshehasrat salmat
دل عاشق کو ان آنکھوں سے کوئی راز تو دے,dileshiq ko in kho se ko raaz to de
شیشہ و جام و سبو بھر لے مئے گل رنگ سے,shshaojmosub bhar le maiegulrag se
اتنے سے واقعے کا فسانہ بہت ہوا,itne se vqiye k fasna bahut hu
یک قلم کاغذ آتش زدہ ہے صفحۂ دشت,yakqalam khazetishzada hai safhaedasht
سب اپنے اپنے قرینے سے منتظر اس کے,sab apne apne qarne se muntazir us ke
وہ حیلہ گر جو وفا جو بھی ہے جفاخو بھی,vo hlagar jo vafj bh hai jafh bh
اتنی مدت بعد ملے ہو,itn muddat baad mile ho
دم دے نہ جائے ہستیٔ نا پائیدار دیکھ,dam de na jaae hastenpedr dekh
بیگانہ شے پہ نازش بے جا بھی چھوڑ دے,begna shai pe nzishebej bh chho de
عذر واماندگی اے حسرت دل,uzrevmndag ai hasratedil
عاشق کے مکھ پہ نین کے پانی کو دیکھ توں,shiq ke mukh pe nain ke paan ko dekh tuu
جانے کس کی گلی سے نکلا ہے,jaane kis k gal se nikl hai
ایک تو اتنا حبس ہے پھر میں سانسیں روکے بیٹھا ہوں,ek to itn habs hai phir mai sse roke baith huu
میں اب اسیر گردش قسمت نہیں رہا,mai ab asregardisheqismat nah rah
منصب دل خوشی لٹانا ہے,mansabedil hush lutn hai
شب وصال عدو کی یہی نشانی ہے,shabevisl ad k yah nishn hai
مگر ہم قیس کا دیوانہ ہو جانا سمجھتے ہیں,magar ham qais k dvna ho jaan samajhte hai
نئی زمین نیا آسماں نئی دنیا,na zamn nay sm na duniy
کی جب سے جگہ خانۂ خمار بھی چھوڑا,k jab se jagah hnaehummr bh chho
ایک جا حرف وفا لکھا تھا سو بھی مٹ گیا,ek j harfevaf likkh th so bh mit gay
یہی انجام کیا تجھ کو ہوس تھا,yah anjm ky tujh ko havas th
زلف سو مہکی ہوئی راتوں کا بن کیا کہنا,zulf so mahk hu rto k ban ky kahn
شعر ہوتا ہے اب مہینوں میں,sher hot hai ab mahno me
تیرے فقیر کا غرور تاجوروں سے ہے سوا,tere faqr k hurr tjvaro se hai siv
بے صرفہ ہی گزرتی ہے ہو گرچہ عمر خضر,besarfa h guzart hai ho garche umrehizr
کسے لگائے گلے اور کہاں کہاں ٹھہرے,kise lage gale aur kah kah thahre
یا خدا آئے تھے کیا شام و سحر دونوں ساتھ,y hud aae the ky shmosahar dono saath
غم فراق کے کشتوں کا حشر کیا ہوگا,hamefirq ke kushto k hashr ky hog
میں تم سے دور رہتا ہوں تو میرے ساتھ رہتی ہو,mai tum se duur raht huu to mere saath raht ho
ملنے کی طرح مجھ سے وہ پل بھر نہیں ملتا,milne k tarah mujh se vo pal bhar nah milt
جس سمت بھی ہو گرد سفر جانا چاہیئے,jis samt bh ho gardesafar jaan chhiye
تو جوانی میں نہ یہ روگ بسانا ہرگز,to javn me na ye rog basn hargiz
عین جنت میں سقر یاد آیا,ain jannat me saqar yaad aay
نگۂ یار خود تڑپ اٹھتی,nigaheyr hud taap utht
وعدوں کو خون دل سے لکھو تب تو بات ہے,vaado ko hnedil se likho tab to baat hai
اس راہ سے نکلے تو ہم کو بھی جگا جانا,is raah se nikle to ham ko bh jag jaan
مدتیں بیت گئیں خواب سہانا دیکھے,muddate biit gaii hvb suhn dekhe
مفت ہاتھ آئے تو برا کیا ہے,muft haath aae to bur ky hai
بہار سنبلستاں یاد آوے,bahresumbulist yaad aave
اپنی بنیاد ہم کو ڈھانی ہے,apn buniyd ham ko dhn hai
اوروں کا ہاتھ تھامو انہیں راستہ دکھاؤ,auro k haath thmo unhe rsta dikho
کچھ آ گئی داور محشر سے ہے امید مجھے,kuchh aa ga dvaremahshar se hai ummd mujhe
محشر میں جائے شکوہ کیا شکر یار کا,mahshar me jeshikva kiy shukr yaar k
رہ گیا ہے اب یہی رنگیں بیان لکھنؤ,rah gay hai ab yah ragbaynelucknow
تو کیا خاک بتلاؤں انجام دل کا,to ky haak batl anjm dil k
اس کی تو دل آزاری بے ہیچ ہی تھی یارو,us k to dilzr behech h th yaaro
اے غم ہنوز آتش اے دل ہنوز خامی,ai ham hunz tish ai dil hunz hm
خانہ ویراں سازی حیرت تماشا کیجیے,hnavrszehairat tamsh kjiye
سیدھی طرح نہ مانئے گا مان جائیے,sdh tarah na mniyeg maan jiye
بجلی کا قمقمہ نہ ہو کالا دھواں تو ہو,bijl k qumquma na ho kaal dhu to ho
اپنی تسبیح رہنے دے زاہد,apn tasbh rahne de zhid
ہے کشاد خاطر وابستہ در رہن سخن,hai kushdehtirevbasta dar rahnesuhan
کر چکے سب اپنی اپنی حکمتیں,kar chuke sab apn apn hikmate
اس راہ میں اے راہی ہر موڑ بہانا ہے,is raah me ai raah har mo bahn hai
ایک دروازہ سا کھلتا ہے کتب خانے کا,ek darvza s khult hai kutubhne k
بات پر واں زبان کٹتی ہے,baat par vaa zabn katt hai
ایک دن راہ پہ جا پہنچے ہم,ek din raah pe j pahuche ham
اب ہم بھی آ ملے تو ہوئے مل کے چار پانچ,ab ham bh aa mile to hue mil ke chaar pch
کوئی رستہ ترے گھر کو بھی تو جاتا ہوگا,ko rasta tire ghar ko bh to jaat hog
صبر آ گیا فراقؔ کرامات ہو گئی,sabr aa gay firq karmt ho ga
اب میں ہوں اور لطف و کرم کے تکلفات,ab mai huu aur lutfokaram ke takalluft
یعنی یہ میری آہ کی تاثیر سے نہ ہو,yaan ye mer aah k tsr se na ho
چاند اکیلا ہے تو سب کا لگتا ہے,chd akel hai to sab k lagt hai
تجھ کو کیسا خراب کرتا ہوں,tujh ko kais harb kart huu
ہم کھڑے تم سے باتیں کرتے تھے,ham khae tum se bte karte the
ہے ہلال و بدر میں اک نور پر جو روشنی,hai hill o badr me ik nuur par jo raushn
طوفان آمد آمد فصل بہار ہے,tfnemad madefaslebahr hai
ایک سونا مکان ہے پیارے,ek suun makn hai pyre
بے سدھ پڑا رہوں ہوں اس مست ناز بن میں,besudh pa rah huu us mastenz bin mai
منہ سے ہم اپنے برا تو نہیں کہتے کہ فراقؔ,muh se ham apne bur to nah kahte ki firq
تم ظلم کہاں تک تہ افلاک کرو گے,tum zulm kah tak taheaflk karoge
تم کو جہان شوق و تمنا میں کیا ملا,tum ko jahneshauqotamann me ky mil
نظر میں ہے ہماری جادۂ راہ فنا غالبؔ,nazar me hai hamr jdaerhefan hlib
ہے برپا ہر گلی میں شور نغمہ,hai barp har gal me shorenahma
تو نے تو ہم سے آج تک کوئی گلہ نہیں کیا,t ne to ham se aaj tak ko gila nah kiy
نہ حشر و نشر کا قائل نہ کیش و ملت کا,na hashronashr k qaael na kesh o millat k
مرض پرانا ہے اس کا نیا علاج بھی ہو,maraz purn hai is k nay ilaaj bh ho
شامل کسی کا خون تمنا ضرور تھا,shmil kis k hnetamann zarr th
لیلی معنی اسدؔ محمل نشین راز ہے,laileman asad mahmilnashnerz hai
ہم بھی اب گھر سے کم نکلتے ہیں,ham bh ab ghar se kam nikalte hai
اس طرح سے نہ کبھی ٹوٹ کے بکھرے کوئی,us tarah se na kabh tuut ke bikhre ko
ہم کو مٹا سکے یہ زمانے میں دم نہیں,ham ko mit sake ye zamne me dam nah
کیا تھا عہد جب لمحوں میں ہم نے,kiy th ahd jab lamho me ham ne
